VisitID,VisitDateRaw,RepID,RepNameRaw,DoctorID,DoctorNameRaw,SpecialtyRaw,TerritoryRaw,DoctorClass,VisitStatus,Outcome,VisitType,SamplesGiven,FollowUpRequired,DurationMin
V0008403,28/11/2025,R011,Mohamed Saad,D0306,Dr. Mariam Fathy,Pedia,Nasr City,C,Completed,Not Available,Launch,1,No,23
V0008404,2025-11-28,R011,Mohamed Saad,D0292,Dr. Sara Adel,Internal,Nasr City,B,Completed,Interested,Educational,2,Yes,6
V0008405,2025-11-28,R011,Mohamed Saad,D0301,Dr. Mostafa Saad,Pedia,Nasr City,A,Completed,Interested,Launch,2,No,15
V0008406,2025-11-28,R013,Khaled Ibrahim,D0022,Dr. Mostafa Nabil,Internal,Shebin El-Kom,B,Completed,Follow-up,Routine,0,Yes,19
V0008407,2025-11-28,R013,Khaled Ibrahim ,D0013,Dr. Mohamed Emad,Gyna,Shebin El-Kom,C,Completed,Interested,Educational,1,Yes,18
V0008408,2025-11-28,R014,Aya Magdy,D0121,Dr. Mahmoud Adel,Gyna,Tanta,B,Completed,Sample Accepted,Launch,0,Yes,22
V0008409,2025-11-28,R014,Aya Magdy,D0103,Dr. Mariam Tarek,GYNA,Tanta,A,Completed,Interested,Routine,1,No,18
V0008410,2025-11-28,R014,Aya Magdy,D0125,Dr. Mahmoud Tarek,INTERNAL,Tanta,B,Completed,Sample Accepted,Launch,2,Yes,9
V0008411,2025-11-28,R014,Aya Magdy,D0109,Dr. Ahmed Wael,Gyna,Tanta,B,Completed,Interested,Follow-up,2,No,16
V0008412,2025-11-28,R015,Amr Fathy,D0202,Dr. Mina Fathy,Internal,Shubra El Kheima,B,Completed,Sample Accepted,Educational,0,Yes,13
V0008413,2025-11-28,R015,Amr Fathy,D0200,Dr. Mohamed Fathy,Gyna,Shubra El Kheima,B,Completed,Interested,Follow-up,0,No,21
V0008414,2025-11-28,R016,Salma Osama,D0278,Dr. Sara Tarek,Gyna,Nasr City,C,Completed,No Interest,Educational,1,No,22
V0008415,2025-11-28,R016,Salma Osama,D0284,Dr. Mahmoud Adel,Gyna,Nasr City,B,Cancelled,Not Applicable,Launch,0,No,0
V0008416,2025-12-01,R001,Ahmed Hassan,D0024,Dr. Nour Wael,Internal,Shebin El-Kom,C,Completed,Follow-up,Routine,0,No,10
V0008417,2025-12-01,R001,Ahmed Hassan,D0008,Dr. Mahmoud Nabil,Pedia,Shebin El-Kom,C,Completed,Interested,Educational,2,Yes,19
V0008418,2025-12-01,R002,Mona Samir,D0039,Dr. Nour Tarek,Pedia,Menouf,A,Completed,Interested,Educational,1,No,5
V0008419,2025-12-01,R002,Mona Samir,D0034,Dr. Mohamed Emad,Pedia,Menouf,C,Completed,Sample Accepted,Launch,2,No,11
V0008420,2025-12-01,R002,Mona Samir,D0031,Dr. Rana Ali,Internal,Menouf,B,Completed,Interested,Follow-up,1,Yes,19
V0008421,2025-12-01,R002,Mona Samir ,D0033,Dr. Ahmed Wael,Pedia, Menouf,C,Completed,Interested,Routine,0,Yes,24
V0008422,2025-12-01,R003,Karim Hany,D0068,Dr. Mohamed Nabil,Internal,Ashmoun,C,Completed,Sample Accepted,Follow-up,2,No,23
V0008423,2025-12-01,R003,Karim Hany,D0053,Dr. Aya Emad,Internal,Ashmoun,C,Completed,Sample Accepted,Follow-up,1,Yes,9
V0008424,2025-12-01,R004,Sara Mostafa,D0081,Dr. Mahmoud Tarek,Pedia,Sadat City,C,Completed,Follow-up,Routine,2,Yes,18
V0008425,2025-12-01,R004,Sara Mostafa,D0083,Dr. Mariam Tarek,Internal,Sadat City,B,Completed,Not Available,Routine,1,No,19
V0008426,2025-12-01,R004,Sara Mostafa,D0078,Dr. Mariam Adel,INTERNAL,Sadat City,B,Completed,Sample Accepted,Routine,2,Yes,12
V0008427,2025-12-01,R004,Sara Mostafa,D0087,Dr. Rana Wael,Gyna,Sadat City,C,Completed,No Interest,Educational,0,No,23
V0008428,2025-12-01,R005,Mahmoud Tarek,D0110,Dr. Nour Hassan,Pedia,Tanta,C,Completed,Sample Accepted,Educational,0,No,13
V0008429,2025-12-01,R005,Mahmoud Tarek,D0123,Dr. Sara Saad,Internal,Tanta,B,Cancelled,Not Applicable,Routine,0,No,0
V0008430,2025-12-01,R005,Mahmoud Tarek,D0113,Dr. Mahmoud Wael,Pedia,Tanta,B,Completed,Follow-up,Routine,0,No,8
V0008431,2025-12-01,R006,Nada Wael,D0147,Dr. Ahmed Wael,Internal,El Mahalla El Kubra,A,Completed,Follow-up,Routine,0,No,21
V0008432,2025-12-01,R006,Nada Wael,D0146,Dr. Mina Adel,Internal,El Mahalla El Kubra,C,Completed,Interested,Follow-up,0,Yes,25
V0008433,2025-12-01,R006,Nada Wael,D0151,Dr. Mina Hassan,Gyna,El Mahalla El Kubra,B,Completed,Interested,Educational,0,Yes,9
V0008434,2025-12-01,R006,Nada Wael,D0137,Dr. Mahmoud Wael,Internal,El Mahalla El Kubra,C,Completed,Follow-up,Follow-up,0,No,18
V0008435,2025-12-01,R007,Mostafa Adel,D0159,Dr. Ahmed Saad,Internal,Benha,C,Completed,No Interest,Launch,1,No,20
V0008436,2025-12-01,R007,Mostafa Adel,D0157,Dr. Mostafa Wael,Internal,Benha,C,Completed,Interested,Follow-up,3,Yes,16
V0008437,2025-12-01,R007,Mostafa Adel,D0166,Dr. Nour Hassan,Internal,Benha,B,Completed,Follow-up,Educational,0,Yes,21
V0008438,2025-12-01,R008,Yara Emad,D0209,Dr. Ahmed Tarek,Internal,Shubra El Kheima,A,Completed,Follow-up,Follow-up,2,No,22
V0008439,2025-12-01,R008,Yara Emad,D0206,Dr. Rana Ali,Pedia,Shubra El Kheima,B,Completed,Sample Accepted,Follow-up,0,Yes,15
V0008440,2025-12-01,R008,Yara Emad,D0194,Dr. Rana Adel,Pedia,Shubra El Kheima,A,Completed,Follow-up,Follow-up,1,No,17
V0008441,01/12/2025,R009,Hossam Ali,D0221,Dr. Nour Ali,Gyna,Qalyub,C,Completed,Interested,Educational,1,No,21
V0008442,2025-12-01,R009,Hossam Ali,D0224,Dr. Aya Nabil,Pedia,Qalyub,B,Completed,No Interest,Follow-up,2,No,20
V0008443,2025-12-01,R012,Nourhan Atef,D0323,Dr. Ahmed Tarek,Pedia,Heliopolis,B,Completed,Not Available,Launch,1,No,17
V0008444,2025-12-01,R012,Nourhan Atef,D0337,Dr. Ahmed Nabil,Gyna,Heliopolis,B,Completed,Interested,Educational,2,Yes,17
V0008445,2025-12-01,R012,Nourhan Atef,D0332,Dr. Aya Ali,Pedia,Heliopolis,B,Completed,Interested,Routine,2,No,14
V0008446,2025-12-01,R012,Nourhan Atef,D0322,Dr. Mariam Fathy,Gyna,heliopolis,C,Completed,Sample Accepted,Follow-up,1,Yes,29
V0008447,2025-12-01,R013,Khaled Ibrahim,D0015,Dr. Aya Tarek,Pedia,Shebin El-Kom,B,Cancelled,Not Applicable,Educational,0,No,0
V0008448,2025-12-01,R013,Khaled Ibrahim,D0023,Dr. Nour Emad,Gyna,Shebin El-Kom,C,Completed,Interested,Follow-up,1,No,20
V0008449,2025-12-01,R013,Khaled Ibrahim,D0018,Dr. Aya Ali,Internal,Shebin El-Kom,B,Completed,Follow-up,Educational,2,No,21
V0008450,2025-12-01,R013,Khaled Ibrahim,D0008,Dr. Mahmoud Nabil,Pedia,Shebin El-Kom,C,Completed,Interested,Routine,0,Yes,10
V0008451,2025-12-01,R014, Aya Magdy,D0106,Dr. Rana Adel,Internal,Tanta,C,Completed,Follow-up,Launch,1,Yes,18
V0008452,2025-12-01,R014,Aya Magdy,D0127,Dr. Mariam Samir,Gyna,Tanta,A,Completed,Interested,Educational,1,Yes,19
V0008453,2025-12-01,R014,Aya Magdy,D0111,Dr. Sara Fathy,Internal,Tanta,A,Completed,Follow-up,Educational,2,No,10
V0008454,2025-12-01,R014,Aya Magdy,D0110,Dr. Nour Hassan,Pedia,Tanta,C,Completed,Interested,Follow-up,0,No,10
V0008455,2025-12-01,R015,Amr Fathy,D0211,Dr. Mostafa Nabil,Internal,Shubra El Kheima,B,Completed,Interested,Routine,0,No,17
V0008456,2025-12-01,R015,Amr Fathy,D0199,Dr. Mohamed Hassan,Pedia,Shubra El Kheima,B,Cancelled,Not Applicable,Follow-up,0,No,0
V0008457,2025-12-01,R015,Amr Fathy,D0187,Dr. Mahmoud Adel,Internal,shubra el kheima,A,Rescheduled,Not Applicable,Routine,0,No,0
V0008458,2025-12-01,R015,Amr Fathy,D0189,Dr. Mina Saad,Gyna,Shubra El Kheima,B,Completed,Follow-up,Educational,0,No,9
V0008459,2025-12-01,R016,Salma Osama,D0304,Dr. Mostafa Adel,Pedia,Nasr City,B,Completed,No Interest,Educational,0,No,17
V0008460,2025-12-01,R016,Salma Osama,D0303,Dr. Ahmed Saad,Gyna,Nasr City,B,Completed,No Interest,Educational,1,No,18
V0008461,2025-12-02,R002,Mona Samir,D0038,Dr. Sara Hassan,Internal,Menouf,B,Completed,Follow-up,Follow-up,0,No,25
V0008462,2025-12-02,R002,Mona Samir,D0033,Dr. Ahmed Wael,Pedia,Menouf,C,Completed,Follow-up,Launch,2,No,16
V0008463,2025-12-02,R002,Mona Samir,D0035,Dr. Nour Wael,Gyna,Menouf,A,Completed,Interested,Educational,2,Yes,14
V0008464,2025-12-02,R003,Karim Hany,D0071,Dr. Mahmoud Nabil,Pedia,Ashmoun,C,Completed,Follow-up,Routine,2,Yes,21
V0008465,12/02/2025,R003,Karim Hany,D0054,Dr. Mina Nabil,Internal,Ashmoun,B,Completed,Follow-up,Follow-up,3,Yes,9
V0008466,2025-12-02,R003,Karim Hany,D0068,Dr. Mohamed Nabil,Internal,Ashmoun,C,Completed,Interested,Routine,0,Yes,28
V0008467,2025-12-02,R004,Sara Mostafa,D0089,Dr. Aya Saad,Internal,Sadat City,B,Completed,Interested,Follow-up,1,No,14
V0008468,12/02/2025,R004,Sara Mostafa,D0077,Dr. Mohamed Nabil,Pedia,Sadat City,A,Completed,Follow-up,Educational,3,No,29
V0008469,2025-12-02,R004,Sara Mostafa,D0090,Dr. Rana Wael,Gyna,Sadat City,A,Completed,Follow-up,Launch,2,Yes,31
V0008470,2025-12-02,R005,Mahmoud Tarek,D0103,Dr. Mariam Tarek,Gyna,Tanta,A,Completed,Follow-up,Launch,1,Yes,13
V0008471,2025-12-02,R005,Mahmoud Tarek,D0114,Dr. Mariam Emad,Pedia,Tanta,A,Completed,Follow-up,Routine,1,Yes,27
V0008472,2025-12-02,R006,Nada Wael,D0143,Dr. Nour Fathy,Internal,El Mahalla El Kubra,A,Completed,No Interest,Routine,0,No,10
V0008473,2025-12-02,R006,Nada Wael,D0132,Dr. Ahmed Ali,Pedia,El Mahalla El Kubra,C,Completed,Interested,Routine,1,No,17
V0008474,2025-12-02,R006,Nada Wael,D0147,Dr. Ahmed Wael,Internal,El Mahalla El Kubra,A,Completed,Interested,Educational,1,No,13
V0008475,2025-12-02,R007,Mostafa Adel,D0175,Dr. Sara Saad,Pedia,Benha,B,Completed,Interested,Follow-up,1,Yes,23
V0008476,12/02/2025,R007,Mostafa Adel,D0184,Dr. Mariam Emad,Gyna,Benha,C,Completed,Interested,Educational,0,No,23
V0008477,2025-12-02,R007,Mostafa Adel,D0174,Dr. Aya Adel,Internal,Benha,B,Completed,Follow-up,Follow-up,2,Yes,24
V0008478,2025-12-02,R007,Mostafa Adel,D0166,Dr. Nour Hassan,Internal,Benha,B,Completed,Interested,Launch,1,Yes,19
V0008479,12/02/2025,R011,Mohamed Saad,D0305,Dr. Ahmed Adel,Internal,Nasr City,C,Completed,Interested,Routine,0,Yes,25
V0008480,2025-12-02,R011,Mohamed Saad,D0303,Dr. Ahmed Saad,Gyna,Nasr City,B,Completed,Follow-up,Routine,0,Yes,20
V0008481,2025-12-02,R012,Nourhan Atef,D0315,Dr. Mina Hassan,Gyna,Heliopolis,C,Completed,Follow-up,Follow-up,2,Yes,22
V0008482,2025-12-02,R012,Nourhan Atef,D0325,Dr. Ahmed Adel,Pedia,Heliopolis,B,Completed,Sample Accepted,Launch,0,Yes,24
V0008483,2025-12-02,R012,Nourhan Atef,D0312,Dr. Sara Saad,Internal,Heliopolis ,A,Completed,Sample Accepted,Routine,1,Yes,19
V0008484,2025-12-02,R013,Khaled Ibrahim,D0010,Dr. Aya Saad,Internal,Shebin El-Kom,C,Completed,No Interest,Follow-up,1,No,15
V0008485,2025-12-02,R013,Khaled Ibrahim,D0016,Dr. Aya Hassan,Internal,Shebin El-Kom,C,Completed,Not Available,Educational,2,No,8
V0008486,2025-12-02,R013,Khaled Ibrahim,D0025,Dr. Aya Adel,Pedia,Shebin El-Kom,A,Completed,Follow-up,Educational,2,No,25
V0008487,2025-12-02,R014,Aya Magdy,D0108,Dr. Sara Wael,Pedia,Tanta,B,Completed,Follow-up,Educational,2,Yes,12
V0008488,2025-12-02,R014,Aya Magdy,D0104,Dr. Sara Emad,Pedia,Tanta,C,Completed,Interested,Launch,0,Yes,19
V0008489,2025-12-02,R015, Amr Fathy,D0203,Dr. Mohamed Saad,Gyna,Shubra El Kheima,A,Rescheduled,Not Applicable,Follow-up,0,No,0
V0008490,2025-12-02,R015,Amr Fathy,D0214,Dr. Sara Adel,Internal,Shubra El Kheima,A,Completed,Follow-up,Routine,1,Yes,19
V0008491,2025-12-02,R015,Amr Fathy,D0191,Dr. Mina Adel,Gyna,Shubra El Kheima,B,Completed,Not Available,Routine,1,No,16
V0008492,2025-12-03,R001,Ahmed Hassan,D0028,Dr. Mohamed Tarek,Internal,Shebin El-Kom,A,Completed,Sample Accepted,Follow-up,2,No,20
V0008493,2025-12-03,R001,Ahmed Hassan,D0001,Dr. Rana Nabil,Gyna,Shebin El-Kom,B,Completed,Sample Accepted,Launch,0,No,14
V0008494,2025-12-03,R002,Mona Samir,D0045,Dr. Mariam Saad,Internal,Menouf,C,Completed,No Interest,Routine,0,No,27
V0008495,2025-12-03,R002,Mona Samir,D0049,Dr. Mostafa Samir,Pedia,menouf,B,Completed,Follow-up,Routine,2,Yes,18
V0008496,2025-12-03,R002,Mona Samir,D0050,Dr. Mostafa Emad,Gyna,Menouf,A,Completed,Not Available,Launch,0,No,22
V0008497,2025-12-03,R003,Karim Hany,D0066,Dr. Sara Ali,Gyna,Ashmoun,B,Completed,Not Available,Routine,0,No,20
V0008498,2025-12-03,R003,Karim Hany,D0064,Dr. Mahmoud Hassan,Gyna,Ashmoun,B,Cancelled,Not Applicable,Routine,0,No,0
V0008499,2025-12-03,R004,Sara Mostafa,D0097,Dr. Nour Nabil,Gyna,Sadat City,C,Completed,Follow-up,Launch,0,Yes,16
V0008500,2025-12-03,R004,Sara Mostafa,D0084,Dr. Rana Samir,Pedia,Sadat City,A,Rescheduled,Not Applicable,Routine,0,No,0
V0008501,2025-12-03,R004,Sara Mostafa,D0075,Dr. Ahmed Hassan,Internal,Sadat City,A,Completed,Sample Accepted,Educational,3,No,20
V0008502,2025-12-03,R005,Mahmoud Tarek,D0119,Dr. Mahmoud Saad,Gyn,Tanta,A,Completed,Not Available,Follow-up,0,No,31
V0008503,2025-12-03,R005,Mahmoud Tarek,D0109,Dr. Ahmed Wael,Gyna,Tanta,B,Completed,Sample Accepted,Launch,0,Yes,17
V0008504,2025-12-03,R005,Mahmoud Tarek,D0103,Dr. Mariam Tarek,Gyna,Tanta,A,Completed,Interested,Follow-up,1,No,15
V0008505,2025-12-03,R005,Mahmoud Tarek,D0128,Dr. Nour Saad,Internal Med,Tanta,B,Completed,No Interest,Launch,0,No,16
V0008506,2025-12-03,R006,Nada Wael,D0131,Dr. Mariam Emad,Internal,El Mahalla El Kubra,A,Completed,Interested,Follow-up,1,Yes,17
V0008507,2025-12-03,R006,Nada Wael,D0130,Dr. Mostafa Adel,Gyna,El Mahalla El Kubra,B,Completed,Interested,Launch,1,Yes,15
V0008508,2025-12-03,R007,Mostafa Adel,D0158,Dr. Mohamed Adel,Pedia,Benha,B,Completed,Follow-up,Follow-up,0,Yes,16
V0008509,2025-12-03,R007,Mostafa Adel,D0181,Dr. Mina Ali,Internal,Benha,B,Cancelled,Not Applicable,Follow-up,0,No,0
V0008510,2025-12-03,R007,Mostafa Adel,D0176,Dr. Mohamed Adel,Pedia,Benha,C,Completed,Interested,Follow-up,2,Yes,33
V0008511,2025-12-03,R008,Yara Emad,D0190,Dr. Ahmed Samir,Internal,Shubra El Kheima,B,Completed,Follow-up,Launch,1,Yes,14
V0008512,2025-12-03,R008,Yara Emad,D0202,Dr. Mina Fathy,Internal,Shubra El Kheima,B,Completed,Not Available,Follow-up,0,No,20
V0008513,2025-12-03,R008,Yara Emad,D0208,Dr. Rana Nabil,Pedia,Shubra El Kheima,B,Completed,No Interest,Routine,0,No,8
V0008514,2025-12-03,R008,Yara Emad,D0207,Dr. Ahmed Adel,Internal,Shubra El Kheima,C,Completed,Follow-up,Routine,3,Yes,18
V0008515,2025-12-03,R009,Hossam Ali,D0222,Dr. Mostafa Ali,Gyna,Qalyub,B,Cancelled,Not Applicable,Follow-up,0,No,0
V0008516,2025-12-03,R009,Hossam Ali,D0236,Dr. Aya Tarek,Internal, Qalyub,A,Completed,Follow-up,Educational,1,Yes,21
V0008517,2025-12-03,R009,Hossam Ali,D0235,Dr. Nour Adel,Internal,qalyub,B,Completed,Follow-up,Follow-up,1,Yes,16
V0008518,2025-12-03,R009,Hossam Ali,D0224,Dr. Aya Nabil,Pedia,Qalyub,B,Completed,Follow-up,Routine,0,Yes,8
V0008519,2025-12-03,R010,Rana Ashraf,D0258,Dr. Mina Nabil,Pedia,Maadi,A,Cancelled,Not Applicable,Educational,0,No,0
V0008520,2025-12-03,R010,Rana Ashraf,D0264,Dr. Mina Wael,Pedia,Maadi,A,Cancelled,Not Applicable,Follow-up,0,No,0
V0008521,2025-12-03,R011,Mohamed Saad,D0281,Dr. Mina Samir,Gyna,Nasr City,C,Completed,No Interest,Launch,1,No,23
V0008522,2025-12-03,R011,Mohamed Saad,D0299,Dr. Ahmed Saad,Internal,Nasr City,A,Completed,Sample Accepted,Routine,1,Yes,16
V0008523,2025-12-03,R013,Khaled Ibrahim,D0002,Dr. Rana Ali,Internal,Shebin El-Kom,A,Rescheduled,Not Applicable,Routine,0,No,0
V0008524,03-Dec-2025,R013,Khaled Ibrahim,D0006,Dr. Aya Wael,Internal,Shebin El-Kom,A,Completed,Sample Accepted,Launch,2,No,7
V0008525,2025-12-03,R013,Khaled Ibrahim,D0016,Dr. Aya Hassan,Internal,Shebin El-Kom,C,Completed,Sample Accepted,Follow-up,0,Yes,18
V0008526,2025-12-03,R013,khaled ibrahim,D0017,Dr. Sara Adel,Pedia,Shebin El-Kom,B,Completed,Interested,Educational,0,No,15
V0008527,2025-12-03,R014,Aya Magdy,D0110,Dr. Nour Hassan,Pedia,Tanta,C,Completed,Sample Accepted,Launch,1,Yes,10
V0008528,2025-12-03,R014,Aya Magdy,D0128,Dr. Nour Saad,Internal,TANTA,B,Completed,Sample Accepted,Routine,1,No,21
V0008529,2025-12-03,R014,Aya Magdy,D0109,Dr. Ahmed Wael,Gyna,Tanta,B,Completed,Sample Accepted,Launch,2,Yes,16
V0008530,2025-12-03,R015,Amr Fathy,D0207,Dr. Ahmed Adel ,Internal,Shubra El Kheima,C,Completed,Follow-up,Educational,2,Yes,11
V0008531,2025-12-03,R015,Amr Fathy,D0215,Dr. Mohamed Saad,Internal,Shubra El Kheima,C,Completed,Sample Accepted,Routine,0,Yes,28
V0008532,2025-12-03,R015,Amr Fathy ,D0196,Dr. Sara Wael,Pedia,Shubra El Kheima,C,Completed,Interested,Routine,1,Yes,11
V0008533,2025-12-03,R016,Salma Osama,D0296,Dr. Aya Adel,Pedia,Nasr City,B,Completed,Follow-up,Launch,3,No,20
V0008534,2025-12-03,R016,Salma Osama,D0300,Dr. Mahmoud Fathy,Pedia,Nasr City,A,Completed,Follow-up,Follow-up,1,Yes,20
V0008535,2025-12-03,R016,Salma Osama,D0279,Dr. Mariam Wael,Internal,Nasr City,B,Completed,Interested,Routine,3,Yes,15
V0008536,2025-12-03,R016,Salma Osama,D0284,Dr. Mahmoud Adel,Gyna,Nasr City,B,Completed,Interested,Routine,1,Yes,25
V0008537,2025-12-04,R001,Ahmed Hassan,D0008,Dr. Mahmoud Nabil,Pedia,Shebin El-Kom,C,Completed,Follow-up,Launch,0,Yes,24
V0008538,2025-12-04,R001,Ahmed Hassan,D0006,Dr. Aya Wael,Internal,Shebin El-Kom,A,Completed,Sample Accepted,Routine,2,Yes,12
V0008539,2025-12-04,R001,Ahmed Hassan,D0023,Dr. Nour Emad,Gyna,Shebin El-Kom,C,Completed,Sample Accepted,Educational,1,No,12
V0008540,2025-12-04,R003,Karim Hany,D0063,Dr. Rana Hassan,Pedia,Ashmoun,C,Completed,No Interest,Routine,2,No,15
V0008541,2025-12-04,R003,Karim Hany,D0062,Dr. Mina Saad,Internal,Ashmoun,A,Completed,No Interest,Routine,1,No,17
V0008542,2025-12-04,R003,Karim Hany,D0061,Dr. Aya Adel,Internal,Ashmoun,A,Completed,Interested,Educational,2,No,20
V0008543,2025-12-04,R004,Sara Mostafa,D0087,Dr. Rana Wael,gyna ,Sadat City,C,Completed,No Interest,Routine,0,No,18
V0008544,2025-12-04,R004,Sara Mostafa,D0095,Dr. Mostafa Wael,Internal,Sadat City,B,Completed,No Interest,Routine,2,No,19
V0008545,2025-12-04,R004,Sara Mostafa,D0098,Dr. Mahmoud Ali,Internal,Sadat City,A,Cancelled,Not Applicable,Follow-up,0,No,0
V0008546,2025-12-04,R004,Sara Mostafa,D0099,Dr. Nour Emad,Pedia,Sadat City,B,Rescheduled,Not Applicable,Routine,0,No,0
V0008547,2025-12-04,R005,Mahmoud Tarek,D0119,Dr. Mahmoud Saad,Gyna,Tanta,A,Cancelled,Not Applicable,Educational,0,No,0
V0008548,2025-12-04,R005,Mahmoud Tarek,D0115,Dr. Mostafa Adel,Pedia,Tanta,B,Completed,Not Available,Launch,2,No,12
V0008549,2025-12-04,R005,Mahmoud Tarek,D0105,Dr. Ahmed Tarek,Internal,Tanta,B,Completed,Interested,Follow-up,0,No,5
V0008550,2025-12-04,R005,Mahmoud Tarek,D0109,Dr. Ahmed Wael,Gyna,Tanta,B,Completed,No Interest,Launch,1,No,13
V0008551,2025-12-04,R006,Nada Wael,D0148,Dr. Mohamed Wael,Internal,El Mahalla El Kubra,B,Completed,No Interest,Educational,0,No,16
V0008552,2025-12-04,R006,Nada Wael,D0138,Dr. Aya Saad,Internal,EL MAHALLA EL KUBRA,A,Completed,No Interest,Follow-up,2,No,21
V0008553,2025-12-04,R007,Mostafa  Adel,D0158,Dr. Mohamed Adel,Pedia,Benha,B,Completed,Follow-up,Routine,1,No,20
V0008554,2025-12-04,R007,Mostafa Adel,D0163,Dr. Ahmed Samir,Gyna,Benha,A,Completed,Not Available,Launch,2,No,14
V0008555,2025-12-04,R007,Mostafa Adel,D0168,Dr. Ahmed Emad,Gyna,Benha,A,Cancelled,Not Applicable,Educational,0,No,0
V0008556,04/12/2025,R007,Mostafa Adel,D0169,Dr. Mina Adel,Internal,Benha,B,Completed,Sample Accepted,Launch,1,Yes,32
V0008557,2025-12-04,R008,Yara Emad,D0214,Dr. Sara Adel,Internal,Shubra El Kheima,A,Rescheduled,Not Applicable,Launch,0,No,0
V0008558,2025-12-04,R008,Yara Emad,D0185,Dr. Nour Nabil,Pedia,Shubra El Kheima,B,Completed,Interested,Launch,1,Yes,18
V0008559,2025-12-04,R008,Yara Emad,D0218,Dr. Rana Ali,Internal,Shubra El Kheima,A,Completed,Follow-up,Educational,1,Yes,15
V0008560,2025-12-04,R010,Rana Ashraf,D0268,Dr. Mahmoud Hassan,Gyna,Maadi,B,Completed,Sample Accepted,Educational,0,Yes,9
V0008561,2025-12-04,R010,Rana Ashraf,D0242,Dr. Mariam Emad,Gyna,Maadi,C,Completed,Follow-up,Educational,0,Yes,26
V0008562,2025-12-04,R011,Mohamed Saad,D0291,Dr. Nour Ali,Internal,Nasr City,A,Completed,Sample Accepted,Follow-up,2,No,22
V0008563,2025-12-04,R011,Mohamed Saad,D0292,Dr. Sara Adel,Internal,Nasr City,B,Completed,Interested,Routine,0,Yes,23
V0008564,2025-12-04,R012,Nourhan Atef,D0313,Dr. Mostafa Fathy,INTERNAL,Heliopolis,B,Completed,Interested,Routine,2,Yes,18
V0008565,2025-12-04,R012,Nourhan Atef,D0329,Dr. Rana Ali,Pedia,Heliopolis,C,Completed,Follow-up,Educational,2,Yes,20
V0008566,2025-12-04,R012,Nourhan Atef,D0327,Dr. Aya Adel,Pedia,Heliopolis,B,Completed,No Interest,Routine,0,No,16
V0008567,2025-12-04,R012,Nourhan Atef,D0320,Dr. Mariam Saad,Internal,Heliopolis,B,Completed,Sample Accepted,Routine,0,Yes,6
V0008568,2025-12-04,R013,Khaled Ibrahim,D0015,Dr. Aya Tarek,Pedia,Shebin El-Kom,B,Completed,Sample Accepted,Routine,0,Yes,10
V0008569,2025-12-04,R013,Khaled Ibrahim,D0001,Dr. Rana Nabil,Gyna,Shebin El-Kom,B,Completed,Follow-up,Follow-up,0,No,17
V0008570,2025-12-04,R014,Aya Magdy,D0110,Dr. Nour Hassan,Pedia,Tanta,C,Cancelled,Not Applicable,Educational,0,No,0
V0008571,2025-12-04,R014,Aya Magdy,D0118,Dr. Mariam Wael,Pedia,Tanta,A,Rescheduled,Not Applicable,Routine,0,No,0
V0008572,2025-12-04,R014,Aya Magdy,D0107,Dr. Mahmoud Saad,GYNA,tanta,B,Completed,Sample Accepted,Launch,0,Yes,25
V0008573,2025-12-04,R014,Aya Magdy,D0114,Dr. Mariam Emad,Pedia,Tanta,A,Rescheduled,Not Applicable,Follow-up,0,No,0
V0008574,2025-12-04,R015,Amr Fathy,D0214,Dr. Sara Adel,Internal Med,Shubra El Kheima,A,Completed,No Interest,Follow-up,3,No,20
V0008575,2025-12-04,R015,Amr Fathy,D0213,Dr. Mina Ali,Internal,Shubra El Kheima,B,Rescheduled,Not Applicable,Launch,0,No,0
V0008576,2025-12-04,R015,Amr Fathy,D0218,Dr. Rana Ali,Internal,Shubra El Kheima,A,Cancelled,Not Applicable,Launch,0,No,0
V0008577,2025-12-04,R016,Salma Osama,D0297,Dr. Nour Nabil,Pedia,Nasr City,A,Completed,Follow-up,Educational,1,No,7
V0008578,2025-12-04,R016,Salma  Osama,D0280,Dr. Mahmoud Samir,Internal,Nasr City,C,Completed,Follow-up,Educational,0,Yes,15
V0008579,2025-12-04,R016,Salma Osama,D0295,Dr. Sara Adel,Pedia,Nasr City,B,Completed,Follow-up,Routine,0,Yes,10
V0008580,2025-12-04,R016,Salma Osama,D0299,Dr. Ahmed Saad,Internal,Nasr City,A,Completed,No Interest,Routine,3,No,27
V0008581,2025-12-05,R001,Ahmed Hassan,D0002,Dr. Rana Ali,Internal,Shebin El-Kom,A,Completed,No Interest,Routine,2,No,15
V0008582,05-Dec-2025,R001,Ahmed Hassan,D0012,Dr. Aya Emad,Pediatrics,Shebin El-Kom,B,Completed,Interested,Educational,2,Yes,17
V0008583,2025-12-05,R001,Ahmed Hassan,D0016,Dr. Aya Hassan,Internal,Shebin El-Kom,C,Completed,Follow-up,Follow-up,1,No,29
V0008584,2025-12-05,R001,Ahmed Hassan,D0026,Dr. Mostafa Ali,Internal,Shebin El-Kom,B,Cancelled,Not Applicable,Launch,0,No,0
V0008585,2025-12-05,R002,Mona Samir,D0046,Dr. Mahmoud Emad,Internal,Menouf,B,Completed,Interested,Follow-up,1,No,19
V0008586,2025-12-05,R002,Mona Samir,D0030,Dr. Mostafa Nabil,Internal,Menouf,B,Completed,Follow-up,Educational,1,No,23
